iter	RMSE
1503	0.07535340189
1504	0.07533169811
1505	0.07529876393
1506	0.07528823491
1507	0.07527436302
1508	0.07525514541
1509	0.07523643604
1510	0.07520836563
1511	0.07519937773
1512	0.07517916679
1513	0.07514687762
1514	0.07512259793
1515	0.07510916049
1516	0.07509946734
1517	0.07509569747
1518	0.07506235249
1519	0.07502762209
1520	0.07502055405
1521	0.07500182204
1522	0.07498244716
1523	0.07494776031
1524	0.07491848989
1525	0.07490484286
1526	0.07487615969
1527	0.07483126165
1528	0.07481662365
1529	0.0748078443
1530	0.07479676916
1531	0.0747934366
1532	0.07476346666
1533	0.07473161101
1534	0.07472877955
1535	0.07471088101
1536	0.07470894584
1537	0.07465213172
1538	0.07464865574
1539	0.07460623961
1540	0.07457567842
1541	0.07454969421
1542	0.07454709726
1543	0.07454040977
1544	0.07451573971
1545	0.0745127582
1546	0.07447934109
1547	0.0744744915
1548	0.07446414677
1549	0.07440935515
1550	0.07439903153
1551	0.07437636277
1552	0.07437460083
1553	0.07435934296
1554	0.07434449347
1555	0.07431479669
1556	0.07430753956
1557	0.07428676148
1558	0.07425555785
1559	0.074245936
1560	0.07424070833
1561	0.07422343473
1562	0.07420758424
1563	0.07419105581
1564	0.07419022569
1565	0.07415473296
1566	0.07414174153
1567	0.07412413459
1568	0.07408696134
1569	0.07407036848
1570	0.07406656252
1571	0.07405100971
1572	0.07403564435
1573	0.07403356285
1574	0.07403050038
1575	0.07401792713
1576	0.0739973142
1577	0.07398386292
1578	0.07397219344
1579	0.0739617258
1580	0.07396071125
1581	0.07395448557
1582	0.07394282446
1583	0.07393109321
1584	0.073925665
1585	0.0739019183
1586	0.07389619643
1587	0.07387777383
1588	0.0738518305
1589	0.07381228643
1590	0.07380090649
1591	0.07376116837
1592	0.07375934213
1593	0.07372605522
1594	0.07370538461
1595	0.07367505212
1596	0.07365725095
1597	0.07364369861
1598	0.07361693591
1599	0.0735921753
1600	0.07356806488
1601	0.07355363889
1602	0.073551327
1603	0.07354965167
1604	0.07352997909
1605	0.07352500818
1606	0.07348087933
1607	0.07347561296
1608	0.07345965831
1609	0.07343696337
1610	0.07341427539
1611	0.07338713472
1612	0.07338598239
1613	0.07336366191
1614	0.07335567773
1615	0.07333642485
1616	0.07331343848
1617	0.0732855365
1618	0.07327818399
1619	0.07321663412
1620	0.07320071835
1621	0.07319973712
1622	0.07319675435
1623	0.07318747629
1624	0.07318120427
1625	0.07312976159
1626	0.07312471912
1627	0.07307914905
1628	0.07307764062
1629	0.07307082896
1630	0.07306462951
1631	0.07303654807
1632	0.07302767232
1633	0.07301996685
1634	0.07301162252
1635	0.07300303738
1636	0.07297252996
1637	0.07297065926
1638	0.07295805716
1639	0.07294518233
1640	0.07294186676
1641	0.07293037161
1642	0.07289389755
1643	0.07286480509
1644	0.07285282031
1645	0.07284073137
1646	0.07281246335
1647	0.07280036927
1648	0.07277806855
1649	0.07276345004
1650	0.07275258785
1651	0.07274534913
1652	0.07274074627
1653	0.07273868715
1654	0.0727340076
1655	0.07273321602
1656	0.07271643164
1657	0.07268125373
1658	0.07262898955
1659	0.07261796695
1660	0.07260097513
1661	0.07256562103
1662	0.07255929289
1663	0.07255653106
1664	0.07254755799
1665	0.07252052786
1666	0.07251825351
1667	0.07249142925
1668	0.07247454798
1669	0.07245321999
1670	0.07244597702
1671	0.07243462195
1672	0.07243101605
1673	0.07240417328
1674	0.07240297685
1675	0.07238922915
1676	0.07237607498
1677	0.07235843153
1678	0.07235503918
1679	0.07233467707
1680	0.07231795588
1681	0.07230420084
1682	0.07227647903
1683	0.07226817394
1684	0.07225700329
1685	0.07223941382
1686	0.07223272566
1687	0.07220667408
1688	0.07220457757
1689	0.07219971186
1690	0.07215433231
1691	0.0721531631
1692	0.07212203401
1693	0.07211297391
1694	0.07208460711
1695	0.07206673283
1696	0.07205544447
1697	0.07205473186
1698	0.07204724173
